indicator_code,indicator_name,unit_canonical
Y477110342,Продукция сельского хозяйства,"В хозяйствах всех категорий, в фактически действовавших ценах, миллионов рублей"
Y477110343,Производство лесоматериалов необработанных,Тысяч плотных кубических метров; для значений в целом по России: млн плотных м
Y477110294,Перевозки пассажиров автобусами общего пользования,Миллионов человек
Y477110344,Производство меда,"В хозяйствах всех категорий, тонн"
Y477110345,Производство молока,"В хозяйствах всех категорий, тысяч тонн"
Y477110346,Производство скота и птицы на убой (в убойном весе),"В хозяйствах всех категорий, тысяч тонн"
Y477110347,Производство шерсти,"В хозяйствах всех категорий, в физическом весе, тонн"
Y477110349,Производство яиц,"В хозяйствах всех категорий, миллионов штук"
Y477110359,Расход кормов в расчете на одну условную голову крупного скота в сельскохозяйственных организациях,Центнеров кормовых единиц
Y477110381,Средний годовой настриг шерсти с одной овцы в сельскохозяйственных организациях,"В физическом весе, килограммов"
Y477110383,Средняя годовая яйценоскость кур-несушек в сельскохозяйственных организациях,Штук
Y477110417,Улов рыбы и добыча других водных биоресурсов,Тонн
Y477110424,Урожайность зерновых и зернобобовых культур (в весе после доработки),"В хозяйствах всех категорий, центнеров с одного гектара убранной площади"
Y477110425,Урожайность картофеля,"В хозяйствах всех категорий, центнеров с одного гектара убранной площади"
Y477110426,Урожайность льна-долгунца,"В хозяйствах всех категорий, центнеров льноволокна с одного гектара убранной площади"
Y477110427,Урожайность овощей,"В хозяйствах всех категорий, центнеров с одного гектара убранной площади"
Y477110428,Урожайность подсолнечника,"В хозяйствах всех категорий, центнеров с одного гектара убранной площади"
Y477110429,Урожайность сахарной свеклы,"В хозяйствах всех категорий, центнеров с одного гектара убранной площади"
Y477110293,Перевозки грузов автомобильным транспортом организаций всех видов деятельности,Миллионов тонн
Y477110151,Исполнение бюджетов Территориальных фондов обязательного медицинского страхования: Расходование,Млн руб
Y477130007,Заболеваемость населения,"Зарегистрировано заболеваний у пациентов с впервые в жизни установленным диагнозом, на 1000 человек населения"
Y477110150,Исполнение бюджетов Территориальных фондов обязательного медицинского страхования: Поступление,Млн руб
Y477040007,Заболеваемость населения,"Зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни, на 1000 человек населения"
Y477110149,Исполнение бюджета пенсионного фонда Российской Федерации: Расходование,Млн руб
Y477110148,Исполнение бюджета пенсионного фонда Российской Федерации: Поступление,Млн руб
Y477110147,Исполнение бюджета Фонда социального страхования Российской Федерации: Расходование,Млн руб
Y477110146,Исполнение бюджета Фонда социального страхования Российской Федерации: Поступление,Млн руб
Y477110100,"Задолженность по кредитам в рублях, предоставленным кредитными организациями юридическим лицам","Исходя из местонахождения заемщиков, на начало года, миллионов рублей"
Y477040026,Прерывание беременности (аборты),ND
Y477040041,Численность детей-инвалидов в возрасте 0‒17 лет,Тыс чел
Y477040044,"Численность лиц в возрасте 18 лет и старше, впервые признанных инвалидами",Тыс чел
Y477040045,"Численность лиц в возрасте 18 лет и старше, впервые признанных инвалидами, на 10000 человек населения соответствующего возраста",ND
Y477110292,Пассажирооборот автобусов общего пользования,Миллионов пассажиро-километров
Y477130004,Величина прожиточного минимума пенсионера в целях установления социальной доплаты к пенсии,Руб/мес
Y477110291,Отправление пассажиров железнодорожным транспортом общего пользования,Тыс чел
Y477130029,Размер минимальной оплаты труда,"По данным, предоставленным Министерством труда и социальной защиты Российской Федерации по состоянию на III квартал 2023 г"
Y477110290,Отправление грузов железнодорожным транспортом общего пользования,Миллионов тонн
Y477110097,"Задолженность по кредитам в рублях, предоставленным кредитными организациями физическим лицам: Всего","Исходя из местонахождения заемщиков, на начало года, миллионов рублей"
Y477130051,Удельный вес расходов на социальную политику в общем объеме расходов консолидированных бюджетов субъектов Российской Федерации,В процентах
Y477110061,Грузооборот автомобильного транспорта организаций всех видов деятельности,Миллионов тонно-километров
Y477110399,"Структура оборота розничной торговли: Пищевые продукты, включая напитки, и табачные изделия","В фактически действовавших ценах, в процентах от общего объема оборота розничной торговли субъекта Российской Федерации"
Y477110398,Структура оборота розничной торговли: Непродовольственные товары,"В фактически действовавших ценах, в процентах от общего объема оборота розничной торговли субъекта Российской Федерации"
Y477110341,Продажа товаров на розничных рынках и ярмарках,"В фактически действовавших ценах, миллионов рублей; для значений в целом по России: млрд руб"
Y477110255,Объем транспортных услуг: На душу населения,Руб
Y477110014,"Ввод в действие жилых домов, построенных жилищно-строительными кооперативами",Тысяч квадратных метров общей площади жилых помещений
Y477110015,"Ввод в действие жилых домов, построенных населением за счет собственных и привлеченных средств",Тысяч м2 общей площади жилых помещений
Y477110254,Объем транспортных услуг населению: Всего,Млн руб
Y477110016,Ввод в действие жилых домов: Всего,Тысяч квадратных метров общей площади жилых помещений
Y477110096,"Задолженность по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам","Исходя из местонахождения заемщиков, на начало года, миллионов рублей"
Y477110017,Ввод в действие жилых домов: На 1000 человек населения,Квадратных метров общей площади жилых помещений
Y477110018,Ввод в действие зданий жилого и нежилого назначения: Общая площадь зданий,Тысяч квадратных метров
Y477110019,Ввод в действие зданий жилого и нежилого назначения: Общий строительный объем зданий,Тысяч кубических метров
Y477110020,Ввод в действие зданий жилого и нежилого назначения: Число зданий,ND
Y477110021,Ввод в действие квартир: Всего,ND
Y477110022,Ввод в действие квартир: На 1000 человек населения,ND
Y477110253,Объем телекоммуникационных услуг населению: На душу населения,Руб
Y477110252,Объем телекоммуникационных услуг населению: Всего,Млн руб
Y477110023,Ввод в действие мощностей амбулаторно-поликлинических организаций: Всего,Посещений в смену
Y477110024,Ввод в действие мощностей амбулаторно-поликлинических организаций: На 100000 человек населения,Посещений в смену
Y477110025,Ввод в действие мощностей больничных организаций: Всего,Коек
Y477110026,Ввод в действие мощностей больничных организаций: На 100000 человек населения,Коек
Y477110027,Ввод в действие мощностей общеобразовательных и дошкольных образовательных организаций: Ввод в действие мощностей дошкольных образовательных организаций,Мест
Y477110028,Ввод в действие мощностей общеобразовательных организаций: Ввод в действие мощностей общеобразовательных организаций,Ученических мест
Y477110251,"Объем работ, выполненных по виду экономической деятельности строительство",Млн руб
Y477110409,"Удельный вес жилых домов, построенных населением за счет собственных и привлеченных средств, в общем вводе жилья",В процентах
Y477110495,"Число зданий и сооружений, находящихся в незавершенном строительстве",На конец года
Y477110249,Объем платных услуг: На душу населения,Руб
Y477110248,Объем платных услуг населению: Индексы физического объема платных услуг населению,В процентах к предыдущему году
Y477110247,Объем платных услуг населению: Всего,Млн руб
Y477110238,Объем коммунальных услуг: На душу населения,Руб
Y477110237,Объем коммунальных услуг населению: Всего,Млн руб
Y477110234,Объем бытовых услуг: На душу населения,Руб
Y477110233,Объем бытовых услуг населению: Всего,Млн руб
Y477110225,Оборот розничной торговли по торговым сетям,"В фактически действовавших ценах, в процентах от общего объема оборота розничной торговли субъекта Российской Федерации"
Y477110224,Оборот розничной торговли на душу населения,Руб
Y477110223,Оборот розничной торговли,"В фактически действовавших ценах, миллионов рублей; для значений в целом по России: млрд руб"
Y477110221,Оборот оптовой торговли: Оборот оптовой торговли организаций оптовой торговли,Миллионов рублей; для значений в целом по России: млрд руб
Y477110220,Оборот оптовой торговли: Всего,Миллионов рублей; для значений в целом по России: млрд руб
Y477110038,Внешняя торговля со странами дальнего зарубежья: Экспорт,"В фактически действовавших ценах, миллионов долларов США"
Y477110219,Оборот общественного питания на душу населения,Руб
Y477110218,Оборот общественного питания,"В фактически действовавших ценах, миллионов рублей; для значений в целом по России: млрд руб"
Y477110037,Внешняя торговля со странами дальнего зарубежья: Импорт,"В фактически действовавших ценах, миллионов долларов США"
Y477110128,Индексы физического объема оборота розничной торговли,"В сопоставимых ценах, в процентах к предыдущему году"
Y477110036,Внешняя торговля со странами СНГ: Экспорт,"В фактически действовавших ценах, миллионов долларов США"
Y477010006,Сельское население субъектов Российской Федерации на 1 января,Тыс чел
Y477110035,Внешняя торговля со странами СНГ: Импорт,"В фактически действовавших ценах, миллионов долларов США"
Y477110433,Фактическое конечное потребление домашних хозяйств на территории субъектов Российской Федерации: Социальные трансферты в натуральной форме,Млн руб
Y477010002,Городское население субъектов Российской Федерации на 1 января,Тыс чел
Y477110432,Фактическое конечное потребление домашних хозяйств на территории субъектов Российской Федерации: Расходы домашних хозяйств,Млн руб
Y477080082,Число объектов бытового обслуживания населения,ND
Y477080083,Число объектов бытового обслуживания населения по сельским территориям,ND
Y477110431,Фактическое конечное потребление домашних хозяйств на территории субъектов Российской Федерации: Всего,Млн руб
Y477080084,Число приемных пунктов бытового обслуживания населения,ND
Y477080085,Число приемных пунктов бытового обслуживания населения по сельским территориям,ND
Y477010003,Население субъектов Российской Федерации на 1 января,Тыс чел
Y477110430,Фактическое конечное потребление домашних хозяйств на душу населения на территории субъектов Российской Федерации,"В текущих рыночных ценах, рублей"
Y477110003,Валовое накопление основного капитала,Млн руб
Y477110005,Валовой региональный продукт,Млн руб
Y477110109,Индекс физического объема валового регионального продукта,"В постоянных ценах, в процентах к предыдущему году"
Y477060061,"Средняя численность работников малых предприятий по виду экономической деятельности торговля оптовая и розничная, ремонт автотранспортных средств и мотоциклов",Тыс чел
Y477060063,Средняя численность работников малых предприятий по виду экономической деятельности транспортировка и хранение,Тыс чел
Y477060059,Средняя численность работников малых предприятий по виду экономической деятельности строительство,Тыс чел
Y477060066,Средняя численность работников микропредприятий по виду экономической деятельности деятельность по операциям с недвижимым имуществом,Тыс чел
Y477060056,Средняя численность работников малых предприятий по виду экономической деятельности деятельность по операциям с недвижимым имуществом,Тыс чел
Y477060070,"Средняя численность работников микропредприятий по виду экономической деятельности торговля оптовая и розничная, ремонт автотранспортных средств и мотоциклов",Тыс чел
Y477060072,Средняя численность работников микропредприятий по виду экономической деятельности транспортировка и хранение,Тыс чел
Y477060075,Средняя численность работников средних предприятий по виду экономической деятельности деятельность по операциям с недвижимым имуществом,Тыс чел
Y477060078,Средняя численность работников средних предприятий по виду экономической деятельности строительство,Тыс чел
Y477060080,"Средняя численность работников средних предприятий по виду экономической деятельности торговля оптовая и розничная, ремонт автотранспортных средств и мотоциклов",Тыс чел
Y477060042,"Оборот средних предприятий по виду экономической деятельности торговля оптовая и розничная, ремонт автотранспортных средств и мотоциклов",Млн руб
Y477060082,Средняя численность работников средних предприятий по виду экономической деятельности транспортировка и хранение,Тыс чел
Y477060025,"Оборот микропредприятий по виду экономической деятельности торговля оптовая и розничная, ремонт автотранспортных средств и мотоциклов",Млн руб
Y477110094,"Задолженность по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам: По жилищным кредитам","Исходя из местонахождения заемщиков, на начало года, миллионов рублей"
Y477060015,"Оборот малых предприятий по виду экономической деятельности торговля оптовая и розничная, ремонт автотранспортных средств и мотоциклов",Млн руб
Y477060007,Доля малого и среднего предпринимательства в валовом региональном продукте (процент),ND
Y477060001,"Валовая добавленная стоимость, созданная субъектами малого и среднего предпринимательства",Млн руб
Y477110095,"Задолженность по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам: По ипотечным жилищным кредитам","Исходя из местонахождения заемщиков, на начало года, миллионов рублей"
Y477060048,"Объём субсидий, выделенный из федерального бюджета на государственную поддержку малого и среднего предпринимательства, а также физических лиц, применяющих специальный налоговый режим налог на профессиональный доход, бюджетам субъектов Российской Федерации",Млн руб
Y477180020,Количество подразделений ПАО Сбербанк,На начало года
Y477110098,"Задолженность по кредитам в рублях, предоставленным кредитными организациями физическим лицам: По жилищным кредитам","Исходя из местонахождения заемщиков, на начало года, миллионов рублей"
Y477110099,"Задолженность по кредитам в рублях, предоставленным кредитными организациями физическим лицам: По ипотечным жилищным кредитам","Исходя из местонахождения заемщиков, на начало года, миллионов рублей"
Y477190009,Индексы цен производителей промышленных товаров: Индексы цен на приобретенное промышленными организациями зерно для основного производства,"Декабрь к декабрю предыдущего года, в процентах"
Y477190010,Индексы цен производителей промышленных товаров: Индексы цен производителей промышленных товаров,"Декабрь к декабрю предыдущего года, в процентах"
Y477110295,Плотность автомобильных дорог общего пользования с твердым покрытием,"На конец года, км дорог на 1000 км2 территории"
Y477110285,"Основные финансовые показатели организаций, осуществляющих деятельность в растениеводстве и животноводстве: Сальдированный финансовый результат (прибыль минус убыток) организаций. растениеводство",Млн руб
Y477110124,Индексы производства продукции сельского хозяйства: Продукция растениеводства,"В хозяйствах всех категорий, в сопоставимых ценах, в процентах к предыдущему году"
Y477110122,Индексы производства продукции сельского хозяйства: Всего,"В хозяйствах всех категорий, в сопоставимых ценах, в процентах к предыдущему году"
Y477110444,Численность государственных гражданских (муниципальных) служащих органов исполнительной власти субъектов Российской Федерации и органов местного самоуправления,Тыс чел
Y477110452,"Численность иностранных граждан, имевших действующее разрешение на работу",Тыс чел
Y477110453,"Численность иностранных граждан, имевших действующий патент на осуществление трудовой деятельности",Тыс чел
Y477110497,Число организаций,На конец года
Y477110477,"Численность работников, перед которыми организация имеет просроченную задолженность по заработной плате",Тыс чел
Y477110415,Удельный вес убыточных организаций,В процентах от общего числа организаций
Y477110366,Сальдированный финансовый результат (прибыль минус убыток) деятельности организаций,Млн руб
Y477110351,Просроченная задолженность по заработной плате работникам организаций,"На конец года, миллионов рублей"
Y477110350,"Просроченная задолженность по заработной плате в расчете на одного работника, перед которым имеется просроченная задолженность","На конец года, рублей"
Y477110222,Оборот организаций,Млн руб
Y477110200,Кредиторская задолженность организаций: Просроченная,"На конец года, миллионов рублей"
Y477110199,Кредиторская задолженность организаций: Всего,"На конец года, миллионов рублей"
Y477110189,Итоги сплошных наблюдений: Число малых предприятий на 10000 человек населения,ND
Y477110188,Итоги сплошных наблюдений: Число малых предприятий,Тысяч
Y477110187,Итоги сплошных наблюдений: Число индивидуальных предпринимателей на 10000 человек населения,ND
Y477110186,Итоги сплошных наблюдений: Число индивидуальных предпринимателей,Тысяч
Y477110185,Итоги сплошных наблюдений: Средняя численность работников,Тыс чел
Y477110184,Итоги сплошных наблюдений: Среднесписочная численность работников (без внешних совместителей),Тыс чел
Y477110183,"Итоги сплошных наблюдений: Выручка от реализации товаров (работ, услуг) малых предприятий",Млн руб
Y477110182,"Итоги сплошных наблюдений: Выручка от реализации товаров (работ, услуг)",Млн руб
Y477110181,Итоги выборочных обследований: Численность фактически действующих индивидуальных предпринимателей,"По данным выборочных обследований индивидуальных предпринимателей, тысяч"
Y477110180,Итоги выборочных обследований: Численность занятых в бизнесе индивидуального предпринимателя,"По данным выборочных обследований индивидуальных предпринимателей, тысяч человек"
Y477110179,Итоги выборочных обследований: Средняя численность работников малых предприятий,Тыс чел
Y477110178,"Итоги выборочных обследований: Объем выручки от продажи товаров, продукции, работ, услуг","По данным выборочных обследований индивидуальных предпринимателей, миллиардов рублей"
Y477110177,Итоги выборочных обследований: Оборот малых предприятий,Млн руб
Y477110063,Дебиторская задолженность организаций: Просроченная,"На конец года, миллионов рублей"
Y477110062,Дебиторская задолженность организаций: Всего,"На конец года, миллионов рублей"
Y477110461,Численность населения,Тыс чел
Y477110414,Удельный вес сельского населения в общей численности населения,"Оценка на конец года, в процентах"
Y477110408,Удельный вес городского населения в общей численности населения,"Оценка на конец года, в процентах"
Y477110373,Среднегодовая численность населения,Тыс чел
Y477110371,Соотношение мужчин и женщин,"Оценка на конец года, на 1000 мужчин приходится женщин"
Y477110195,Коэффициенты демографической нагрузки: Старше трудоспособного возраста,"Оценка на конец года, на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов"
Y477110194,Коэффициенты демографической нагрузки: Моложе трудоспособного возраста,"Оценка на конец года, на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов"
Y477110193,Коэффициенты демографической нагрузки: Всего,"Оценка на конец года, на 1000 человек трудоспособного возраста приходится лиц нетрудоспособных возрастов"
Y477110052,Возрастной состав населения: Население старше трудоспособного возраста,"Оценка на конец года, в процентах от общей численности населения"
Y477110051,Возрастной состав населения: Население моложе трудоспособного возраста,"Оценка на конец года, в процентах от общей численности населения"
Y477110050,Возрастной состав населения: Население в трудоспособном возрасте,"Оценка на конец года, в процентах от общей численности населения"
Y477070035,Сведения о погибших лесных насаждениях,Гектаров
Y477110412,Удельный вес расходов домашних хозяйств на оплату жилищно-коммунальных услуг: В процентах от общей суммы потребительских расходов,По итогам выборочного обследования бюджетов домашних хозяйств
Y477110413,Удельный вес расходов домашних хозяйств на оплату жилищно-коммунальных услуг: В процентах от общей суммы расходов на оплату услуг,По итогам выборочного обследования бюджетов домашних хозяйств
Y477110463,Численность населения с денежными доходами ниже границы бедности / величины прожиточного минимума,В процентах от общей численности населения субъекта
Y477110067,"Депозиты (вклады) юридических и физических лиц в рублях, привлеченные кредитными организациями: Физических лиц","Исходя из места привлечения средств, на начало года, миллионов рублей"
Y477110160,"Использование сети интернет населением: Население, использовавшее сеть интернет","По данным выборочного обследования населения по вопросам использования ИКТ, в процентах от общей численности населения соответствующего субъекта Российской Федерации"
Y477110001,Беременности с абортивным исходом: На 100 родов,ND
Y477110002,Беременности с абортивным исходом: На 1000 женщин 15‒49 лет,ND
Y477110462,Численность населения на одну больничную койку,Тыс чел
Y477110066,"Депозиты (вклады) юридических и физических лиц в рублях, привлеченные кредитными организациями: Всего","Исходя из места привлечения средств, на начало года, миллионов рублей"
Y477110065,"Депозиты (вклады) юридических и физических лиц в иностранной валюте, привлеченные кредитными организациями: Физических лиц","Исходя из места привлечения средств, на начало года, миллионов рублей"
Y477110064,"Депозиты (вклады) юридических и физических лиц в иностранной валюте, привлеченные кредитными организациями: Всего","Исходя из места привлечения средств, на начало года, миллионов рублей"
Y477110086,Заболеваемость на 1000 человек населения по основным классам болезней: Болезни системы кровообращения,"Зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни"
Y477110077,Заболеваемость на 1000 человек населения по основным классам болезней,"Зарегистрировано заболеваний у пациентов с диагнозом, установленным впервые в жизни"
Y477080052,Объем платных услуг учреждений культуры,Млн руб
Y477080033,Индексы физического объема платных услуг учреждений культуры,В процентах к предыдущему году
Y477080006,Индексы потребительских цен (тарифов) на телекоммуникационные услуги,"Декабрь к декабрю предыдущего года, в процентах"
Y477080081,"Число граждан Российской Федерации, отправленных туристскими фирмами по другим странам",Тыс чел
Y477080051,"Объем платных услуг туристических агентств, туроператоров и прочих услуг по бронированию и сопутствующих им услуг",Млн руб
Y477080046,Объем платных услуг гостиниц и аналогичных услуг по предоставлению временного жилья,Млн руб
Y477080032,"Индексы физического объема платных услуг туристических агентств, туроператоров и прочих услуг по бронированию и сопутствующих им услуг",В процентах к предыдущему году
Y477080027,Индексы физического объема платных услуг гостиниц и аналогичных услуг по предоставлению временного жилья,В процентах к предыдущему году
Y477030010,Ввод в действие распределительных газопроводов,Километров
Y477110145,Исполнение бюджета Фонда пенсионного и социального страхования Российской Федерации: Расходование,Млн руб
Y477030018,"Жилищный фонд, находящийся в частной собственности граждан","Общая площадь жилых помещений, миллионов квадратных метров"
Y477110282,"Основные финансовые показатели организаций, осуществляющих деятельность в растениеводстве и животноводстве: Сальдированный финансовый результат (прибыль (убыток) до налогообложения) организаций. растениеводство",Млн руб
Y477110281,"Основные финансовые показатели организаций, осуществляющих деятельность в растениеводстве и животноводстве: Сальдированный финансовый результат (прибыль (убыток) до налогообложения) организаций. животноводство",Млн руб
Y477110276,Основные показатели по виду экономической деятельности рыболовство: Среднесписочная численность работников организаций,Тыс чел
Y477110273,Основные показатели по виду экономической деятельности рыболовство: Сальдированный финансовый результат (прибыль (убыток) до налогообложения) деятельности организаций,Млн руб
Y477110270,Основные показатели по виду экономической деятельности рыбоводство: Среднесписочная численность работников организаций,Тыс чел
Y477110267,Основные показатели по виду экономической деятельности рыбоводство: Сальдированный финансовый результат (прибыль (убыток) до налогообложения) деятельности организаций,Млн руб
Y477110264,Основные показатели по виду деятельности лесозаготовки: Среднесписочная численность работников организаций,Тыс чел
Y477110261,Основные показатели по виду деятельности лесозаготовки: Сальдированный финансовый результат (прибыль (убыток) до налогообложения) деятельности организаций,Млн руб
Y477050012,Ввод в действие распределительных газопроводов,Километров
Y477040043,"Численность занимающихся в физкультурно-оздоровительных клубах, секциях и группах",Тыс чел
Y477110365,Сальдированный финансовый результат (прибыль (убыток) до налогообложения) деятельности организаций,Млн руб
Y477110162,"Использование сети интернет населением: Население, использовавшее сеть интернет для заказа товаров (услуг)","По данным выборочного обследования населения по вопросам использования ИКТ, в процентах от общей численности населения соответствующего субъекта Российской Федерации"
Y477110161,"Использование сети интернет населением: Население, использовавшее сеть интернет в течение последних 12 месяцев","По данным выборочного обследования населения по вопросам использования ИКТ, в процентах от общей численности населения соответствующего субъекта Российской Федерации"
Y477110154,"Использование компьютеров и сети интернет в домашних хозяйствах: Удельный вес домашних хозяйств, имевших широкополосный доступ к сети интернет","По данным выборочного обследования населения по вопросам использования ИКТ, в процентах от общего числа домашних хозяйств соответствующего субъекта Российской Федерации"
